Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-14,31.864752410786302,31.93263198787011,30.710794051622297,31.050193786621094,1944700,0.0,0
2020-07-15,31.73868847202143,32.679310744919675,31.476865663096365,32.51445770263672,1611800,0.0,0
2020-07-16,32.136268341668995,33.10598074159459,31.913234933585212,32.37869644165039,1162400,0.0,0
2020-07-17,32.233243959661365,32.63082592228863,31.476865721640124,31.57383918762207,2325300,0.0,0
2020-07-20,31.36050148162122,31.544745519540196,30.672004664957402,31.050193786621094,2314700,0.0,0
2020-07-21,30.93382849716536,32.85386066011314,30.74958260358566,32.718101501464844,3300900,0.0,0
2020-07-22,32.28172525711224,32.75688224058357,31.990812289800942,32.27202606201172,1909200,0.0,0
2020-07-23,32.38839573994603,33.25143918675274,32.27202758819107,32.98961639404297,1574600,0.0,0
2020-07-24,33.21265181229875,33.44538443073043,32.601731925680134,32.61143112182617,1520100,0.0,0
2020-07-27,32.37870070674403,32.485369676652326,31.389593484630375,31.428382873535156,1470800,0.0,0
2020-07-28,31.341104913919963,31.758081547731315,31.215041264378108,31.282920837402344,1196500,0.0,0
2020-07-29,31.156861187723777,32.4077874020716,30.895038389606512,32.35930252075195,1866100,0.0,0
2020-07-30,31.71929464651536,31.81626811496957,30.71079461912882,31.787174224853516,1336000,0.0,0
2020-07-31,31.612622677155485,31.699896940892213,30.9726144923855,31.486562728881836,1442500,0.0,0
2020-08-03,31.61262345166878,31.748386297931525,31.069586863255097,31.4671688079834,1555400,0.0,0
2020-08-04,31.29261933954009,31.496258054099627,30.95321963236125,31.253829956054688,1095400,0.0,0
2020-08-05,31.622323060790194,32.12657397030848,31.41868433747301,32.068389892578125,1402400,0.0,0
2020-08-06,31.75808661365678,32.04899964433159,31.360504608597243,31.583538055419922,1130200,0.0,0
2020-08-07,31.34110409445743,32.76658248901367,31.050191117794313,32.76658248901367,1032800,0.0,0
2020-08-10,32.94113153787008,34.017512897857266,32.882947461949946,33.64902114868164,1694000,0.0,0
2020-08-11,34.444186517483665,35.40419976726207,34.12417963478458,34.31812286376953,1696700,0.0,0
2020-08-12,34.866428640966156,35.01329425185027,33.21171511902309,33.96563720703125,1489900,0.34,0
2020-08-13,33.51524432320419,34.269166432933865,33.28025784500229,33.54461669921875,867500,0.0,0
2020-08-14,33.113809393491294,34.21042179698051,33.07464373103446,33.76982116699219,836700,0.0,0
2020-08-17,33.495665207922514,33.662117405559634,32.95715042270714,33.17255783081055,1283700,0.0,0
2020-08-18,33.172553421870695,33.52503686644863,31.99760985162514,32.056358337402344,1209700,0.0,0
2020-08-19,32.25218121513569,32.771116868403475,31.92907386031131,32.222808837890625,1691800,0.0,0
2020-08-20,31.77241471359667,31.919280333741625,31.214315272430127,31.459096908569336,1379700,0.0,0
2020-08-21,31.410142236231152,31.654922009013344,30.675801050363127,30.93037223815918,2072400,0.0,0
2020-08-24,31.047863731025227,32.36967667047526,30.88141528774784,32.350093841552734,1651300,0.0,0
2020-08-25,32.74173720416824,33.11380346076176,31.860532367026703,32.36967468261719,1395600,0.0,0
2020-08-26,32.47738009809692,32.47738009809692,31.59617511265834,31.60596466064453,1082000,0.0,0
2020-08-27,31.654921907630488,32.87882076762159,31.63533907766548,32.59487533569336,1866300,0.0,0
2020-08-28,32.643830812427744,32.80048971839748,32.07593994388563,32.33051300048828,1423700,0.0,0
2020-08-31,32.36967679999191,32.36967679999191,31.449302512164262,31.488468170166016,1905700,0.0,0
2020-09-01,31.194735877869828,32.095523678829515,30.94016468161193,31.51784324645996,1583700,0.0,0
2020-09-02,31.459095702362003,31.9192791098899,31.047863764629334,31.713665008544922,1567700,0.0,0
2020-09-03,32.007403405662714,33.231302333097645,31.63534082095354,31.811582565307617,2044900,0.0,0
2020-09-04,32.84944762262736,33.26067961895557,32.12490152368434,32.97673416137695,1913700,0.0,0
2020-09-08,32.457801339037786,32.74174305410201,31.145779660204155,31.54722023010254,2326700,0.0,0
2020-09-09,31.978027853945054,31.978027853945054,31.14577629235613,31.449302673339844,1364600,0.0,0
2020-09-10,31.723459313511963,31.987818175170062,30.411437744794913,30.470186233520508,1693500,0.0,0
2020-09-11,30.431021719649642,30.891207026857504,30.205824773623764,30.832460403442383,1256100,0.0,0
2020-09-14,30.910790113669712,31.98781964447736,30.910790113669712,31.596174240112305,1013700,0.0,0
2020-09-15,31.566800202795225,31.566800202795225,30.450603202183117,30.509349822998047,1564900,0.0,0
2020-09-16,30.47997548963177,31.694082898875266,30.156866274813105,31.145776748657227,1801600,0.0,0
2020-09-17,30.714967983483987,31.184944718500105,30.587681450549493,30.861835479736328,1138300,0.0,0
2020-09-18,30.626845663323092,31.087030961148916,30.382065891975465,30.7639217376709,2507800,0.0,0
2020-09-21,30.049165914221213,30.303737106122487,28.874222238910946,29.18754005432129,1536100,0.0,0
2020-09-22,29.04067329126251,29.4812776474518,27.914686663527306,28.022390365600586,1860300,0.0,0
2020-09-23,28.17904807825957,28.776309453154937,27.601367665844943,27.660114288330078,1524500,0.0,0
2020-09-24,27.679698196296858,28.276959594452112,27.102017761384907,27.630741119384766,1255400,0.0,0
2020-09-25,27.23909377028776,27.944060735801525,26.9747311582201,27.855939865112305,1546600,0.0,0
2020-09-28,28.384661797020957,29.021088823093432,28.228002894219163,28.766517639160156,1478700,0.0,0
2020-09-29,28.609859656702998,28.942760302746183,27.944060232138117,28.365079879760742,1437200,0.0,0
2020-09-30,28.472783389983,28.95255152549855,28.2671692751284,28.609859466552734,1911600,0.0,0
2020-10-01,28.609858043073384,28.952550084968607,28.18883841919676,28.511947631835938,1515200,0.0,0
2020-10-02,28.159465581188584,29.334407382389998,27.97343242901114,29.22670555114746,3176100,0.0,0
2020-10-05,29.755429039065778,30.832460429363095,29.755429039065778,30.626846313476562,1567900,0.0,0
2020-10-06,30.998908601495412,31.664709846306724,30.166657045481266,30.254777908325195,1621700,0.0,0
2020-10-07,30.617053827860644,31.596172899803577,30.617053827860644,31.478679656982422,1319000,0.0,0
2020-10-08,31.55700819765088,31.654922348840653,30.969536363162604,31.468887329101562,992400,0.0,0
2020-10-09,31.645127792220226,31.82136952222366,30.81287621582702,30.92057991027832,910200,0.0,0
2020-10-12,30.881417831736705,31.23389944377254,30.763922716043755,31.165361404418945,980500,0.0,0
2020-10-13,30.940164717855883,31.008702757789926,29.872924722398995,29.892507553100586,1123200,0.0,0
2020-10-14,30.019789721725118,30.352690345888185,29.579185405179484,29.59876823425293,1348800,0.0,0
2020-10-15,29.207122419119845,30.5289335658946,29.207122419119845,30.519142150878906,1852700,0.0,0
2020-10-16,30.45060328311139,30.675800219768302,29.823965811841575,30.48976707458496,1831200,0.0,0
2020-10-19,30.705174830626422,30.861833733433993,29.588977813720707,29.588977813720703,1515600,0.0,0
2020-10-20,30.920582916524207,30.920582916524207,29.38336613818316,29.88271713256836,2618700,0.0,0
2020-10-21,29.696682246480282,30.46039581725558,29.41273867841761,29.43231964111328,1875900,0.0,0
2020-10-22,29.6183550487193,31.67450382254698,29.432321882532037,31.57659339904785,2436700,0.0,0
2020-10-23,31.929071646456663,32.62424525003672,31.36118082547512,32.506752014160156,3093000,0.0,0
2020-10-26,32.20322709998704,32.20322709998704,31.33181168510202,31.78220558166504,2216400,0.0,0
2020-10-27,31.449303602257938,31.948656421482053,30.43102073669434,30.431020736694336,1786100,0.0,0
2020-10-28,29.65751980674334,30.489769586208528,29.637936975632694,29.96104621887207,1982000,0.0,0
2020-10-29,29.706474408746384,31.05765797984824,29.207123430778747,30.900999069213867,1885900,0.0,0
2020-10-30,30.67580175053778,31.635339901061712,30.587680880923116,31.596174240112305,1732100,0.0,0
2020-11-02,32.03677713538382,32.65361945967093,31.24368934481676,32.526336669921875,1210900,0.0,0
2020-11-03,32.917983968161515,33.975434416993224,32.82986309742554,33.74044418334961,1876800,0.0,0
2020-11-04,31.664711671556525,32.15427121889967,29.970836085954385,30.2939453125,4176300,0.0,0
2020-11-05,30.499557769129336,32.12489709613412,30.45060256406303,31.899700164794922,2332900,0.0,0
2020-11-06,32.23259897458422,32.51654440995405,31.057657175264612,31.282855987548828,1756000,0.0,0
2020-11-09,34.269168901062685,40.045973152687594,34.23000324019401,38.753536224365234,5289500,0.0,0
2020-11-10,39.13870084788372,39.38560155311341,37.983203588357775,38.49675750732422,2506200,0.34,0
2020-11-11,38.2992372809132,38.51651111327592,36.03762961979803,36.7783317565918,2713900,0.0,0
2020-11-12,35.79072756521623,36.482046519704724,35.29692615920688,35.87961196899414,1748400,0.0,0
2020-11-13,36.29440453216168,37.32151239452815,35.8993618874343,37.01535415649414,1486400,0.0,0
2020-11-16,39.839895557935066,40.27443941681991,38.427623307302376,39.25720977783203,2138000,0.0,0
2020-11-17,38.25973457104119,39.21770673625694,37.96345071369856,39.10906982421875,1812900,0.0,0
2020-11-18,39.464607832184996,39.64237664139891,38.447378131887646,38.457252502441406,1552500,0.0,0
2020-11-19,37.87456511400887,38.22022834752499,37.25237807500997,37.91407012939453,1993500,0.0,0
2020-11-20,37.538781964095655,38.06221402657697,37.20299685072128,37.80543518066406,2011400,0.0,0
2020-11-23,38.46713031538787,39.14857490001309,38.2399821205128,39.0695686340332,1872500,0.0,0
2020-11-24,39.938655101179776,41.71634312062857,39.56336875699004,41.3410530090332,2578600,0.0,0
2020-11-25,40.37320513875152,40.541095813133,39.81027182155763,40.44233703613281,2633900,0.0,0
2020-11-27,39.93865642709895,40.51146786736152,38.81278982234094,38.97080612182617,2027900,0.0,0
2020-11-30,38.872045929968586,39.30658979585604,37.96344941550585,38.11159133911133,12464100,0.0,0
2020-12-01,39.03993955761709,39.66213040962729,38.556016269591524,39.573246002197266,2455800,0.0,0
2020-12-02,39.5041113451485,41.13365744509814,39.464606329626,41.08427429199219,3058500,0.0,0
2020-12-03,41.2521682766536,42.22001854201941,40.99538944594916,41.894107818603516,2379800,0.0,0
2020-12-04,43.60266309452966,43.75080124718114,42.46691842050737,43.474273681640625,2967900,0.0,0
2020-12-07,43.395266189496745,43.395266189496745,42.299030233139035,42.37803649902344,1731200,0.0,0
2020-12-08,41.38056113975689,42.65456595973377,41.29167673209284,42.42741775512695,1507600,0.0,0
2020-12-09,42.90146685209062,43.30638387371083,42.10151094719061,42.19039535522461,1662200,0.0,0
2020-12-10,41.64721079571285,42.348411689505454,41.38056133884372,42.111385345458984,1051400,0.0,0
2020-12-11,40.867004220303485,41.587953799891075,40.758367311375586,41.16328430175781,1673200,0.0,0
2020-12-14,41.98299518488522,42.05213084988657,40.18555831259079,40.2053108215332,1531300,0.0,0
2020-12-15,40.72874236569423,41.10402872855131,40.03741963123283,41.094154357910156,1477600,0.0,0
2020-12-16,41.104028553810586,41.518823699686386,40.63985778753309,41.350929260253906,1681600,0.0,0
2020-12-17,41.40030864806141,41.69659250971804,40.60035277032476,41.350929260253906,1435000,0.0,0
2020-12-18,41.10402713154067,41.341053459183286,40.2546881279793,40.57072448730469,3031000,0.0,0
