Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-14,2.556336709670404,2.556336709670404,2.4088558808902008,2.4580161571502686,62700,0.0,0
2020-07-15,2.477680267654296,2.556336709670404,2.4383520466462416,2.4580161571502686,71100,0.0,0
2020-07-16,2.4580163709584553,2.585833334767355,2.4285202026367188,2.4285202026367188,72300,0.0,0
2020-07-17,2.467848212402282,2.497344378158323,2.4088558808902008,2.4580161571502686,100900,0.0,0
2020-07-20,2.5170085893081096,2.5170085893081096,2.3891918659210205,2.3891918659210205,65300,0.0,0
2020-07-21,2.4383520466462416,2.5268405439143637,2.389191770386174,2.4580161571502686,90700,0.0,0
2020-07-22,2.4580163328081186,2.5858332946331988,2.4285201649441857,2.4776804447174072,101000,0.0,0
2020-07-23,2.4776803824508566,2.6251614524788813,2.4481842153281916,2.497344493865967,214800,0.0,0
2020-07-24,2.5268406609886322,2.5760009395264074,2.497344493865967,2.497344493865967,35500,0.0,0
2020-07-27,2.5760009231790737,2.5760009231790737,2.3891918659210205,2.3891918659210205,106100,0.0,0
2020-07-28,2.3891918395994156,2.438352117283623,2.3301992719636724,2.3596956729888916,96600,0.0,0
2020-07-29,2.3891918722747847,2.3891918722747847,2.2712069698043926,2.310535192489624,126100,0.0,0
2020-07-30,2.2515428425538833,2.2712069537575656,2.163054342137313,2.2023825645446777,139200,0.0,0
2020-07-31,2.251542723569304,2.3007029989805954,2.0647334425917125,2.1630542278289795,292300,0.0,0
2020-08-03,2.212214593547034,2.241710759997898,2.143390205161685,2.172886371612549,133000,0.0,0
2020-08-04,2.182718496673139,2.4186880702165783,2.182718496673139,2.340031623840332,204100,0.0,0
2020-08-05,2.379359694708148,2.4776802463842342,2.2908709637849842,2.3498635292053223,84300,0.0,0
2020-08-06,2.330199367094004,2.3990239930763524,2.2810390874028297,2.2908711433410645,49100,0.0,0
2020-08-07,2.2810391256731477,2.3596958089134,2.231878845157183,2.241710901260376,45900,0.0,0
2020-08-10,2.349863529205322,2.408855860210974,2.300703018952593,2.3498635292053223,73000,0.0,0
2020-08-11,2.389191977222979,2.438352257738944,2.241710901260376,2.241710901260376,62300,0.0,0
2020-08-12,2.36952791573484,2.36952791573484,2.2515430055564236,2.300703287124634,82400,0.0,0
2020-08-13,2.300703351150588,2.300703351150588,2.222046898452533,2.281039237976074,39500,0.0,0
2020-08-14,2.17288645951475,2.2515429065656973,2.1138941242265394,2.182718515396118,103500,0.0,0
2020-08-17,2.1630543521207417,2.1630543521207417,2.0745656168810616,2.1237261295318604,94000,0.0,0
2020-08-18,2.1138942477315696,2.1925506993780486,2.1138942477315696,2.143390417098999,48300,0.0,0
2020-08-19,2.113893985748291,2.1335580962228593,2.074565530384467,2.113893985748291,97400,0.0,0
2020-08-20,2.084397883959055,2.133558401596448,1.9959093741582457,2.0942301750183105,138000,0.0,0
2020-08-21,2.094229905805593,2.1040619611862192,2.025405283726519,2.0647335052490234,55100,0.0,0
2020-08-24,2.0352372847386966,2.064733450092627,1.9860770091488118,2.0057411193847656,83400,0.0,0
2020-08-25,1.9860772071952077,2.0843977681792443,1.976245151096804,2.054901599884033,45600,0.0,0
2020-08-26,2.084539799060495,2.1536953208727745,2.0153845127899412,2.1438159942626953,69700,0.01,0
2020-08-27,2.1932121942433955,2.1932121942433955,2.0252634394933344,2.074660062789917,137000,0.0,0
2020-08-28,1.9758669480254314,2.0549015505731063,1.8474356011146122,1.8968322277069092,472000,0.0,0
2020-08-31,1.88695282555257,1.9165909180719458,1.8474355258878594,1.8671941757202148,132900,0.0,0
2020-09-01,1.8671942361547307,1.8671942361547307,1.778280191260454,1.7980389595031738,62100,0.0,0
2020-09-02,1.7782800622321318,1.817797478079423,1.6498487257128205,1.6597280502319336,182500,0.0,0
2020-09-03,2.015384276087505,2.173453718825589,1.8474356256704958,1.9067115783691406,1006100,0.0,0
2020-09-04,1.9462288928204787,2.0351428170660775,1.807918226223149,1.8671941757202148,208600,0.0,0
2020-09-08,1.8671942361547307,1.8869528866266039,1.7288835650807706,1.7980389595031738,163200,0.0,0
2020-09-09,1.8968322291917996,1.8968322291917996,1.7486422315280548,1.758521556854248,70500,0.0,0
2020-09-10,1.7585215491674244,1.7881595250164508,1.6794869469033542,1.7091249227523804,122900,0.0,0
