Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-14,17.877020428028523,18.31256299548679,17.664198598930955,17.817628860473633,224700,0.0,0
2020-07-15,17.985905561093933,18.401650287354602,17.471173635623813,17.609756469726562,186100,0.0,0
2020-07-16,17.797830684993432,18.659016893374854,17.47117423795714,18.381853103637695,392600,0.0,0
2020-07-17,18.530332033865076,19.1539500574799,18.38482204276604,18.83719253540039,138600,0.0,0
2020-07-20,18.916381451818992,20.044830568547408,18.62931877446249,18.817394256591797,249900,0.0,0
2020-07-21,18.995570597006008,19.836958914063867,18.480838698567823,19.054962158203125,167000,0.0,0
2020-07-22,19.381618654524694,19.57959304334036,18.612490665047353,19.22323989868164,250700,0.0,0
2020-07-23,19.252936247480285,20.020083685120277,19.005469210304565,19.866653442382812,276000,0.0,0
2020-07-24,19.79736215582509,20.599154794489404,19.61918559433889,19.995336532592773,163000,0.0,0
2020-07-27,19.955743834261224,20.440779051785587,19.356873994177207,19.4608097076416,95400,0.0,0
2020-07-28,19.609289341431076,21.094091704132573,19.480607300727435,20.361589431762695,135700,0.0,0
2020-07-29,20.420979832066624,21.727607422606273,20.183411694156796,21.54943084716797,150200,0.0,0
2020-07-30,21.4900369355455,21.4900369355455,20.95550910872407,21.034698486328125,104200,0.0,0
2020-07-31,21.02480183259655,21.82659460281611,20.628854902119233,21.381155014038086,115300,0.0,0
2020-08-03,20.767435409275596,20.995104653402127,17.971058738882864,20.4506778717041,366800,0.0,0
2020-08-04,20.321996306014192,24.350759871399692,20.321996306014192,23.123323440551758,947800,0.0,0
2020-08-05,23.7766372781004,26.439381674725713,23.7766372781004,25.736576080322266,554600,0.0,0
2020-08-06,25.716775005605275,25.815762201757867,24.588325878327396,24.93478012084961,240300,0.0,0
2020-08-07,25.251538972203438,25.57819541514824,24.261670734428428,24.578428268432617,336500,0.0,0
2020-08-10,24.568529386433436,26.162217855166446,24.380453892403274,25.241640090942383,179100,0.0,0
2020-08-11,26.10282657027127,26.120643851366033,24.865491258385564,25.66728401184082,202600,0.0,0
2020-08-12,25.706876343190306,26.14241887761542,24.390351719426356,24.69721221923828,181900,0.0,0
2020-08-13,24.736807829253802,26.102827098513046,24.261671513000106,25.85536003112793,148300,0.0,0
2020-08-14,25.736572932797188,27.132286929264673,25.251537746395783,26.75613784790039,299000,0.0,0
2020-08-17,26.667049407958984,29.082326417754956,26.518569557950634,26.667049407958984,284100,0.0,0
2020-08-18,26.528468159248106,26.647253179147807,25.221842380470573,25.82566261291504,185600,0.0,0
2020-08-19,25.736576725891002,26.548268459008337,25.083263775429536,26.01374053955078,257000,0.0,0
2020-08-20,25.934548260701835,26.132520772967645,25.479207895245242,25.805864334106445,336600,0.0,0
2020-08-21,25.825661019576064,26.23150682315659,25.340625836956015,25.50890350341797,358500,0.0,0
2020-08-24,25.627688213282585,27.053099012193005,25.56829664733494,26.73634147644043,170500,0.0,0
2020-08-25,26.81552985385512,27.043199088128716,26.23150746122371,26.77593421936035,92100,0.0,0
2020-08-26,27.458944800959884,27.488641527902455,26.48887437712193,27.23127555847168,210500,0.0,0
2020-08-27,27.10259252654518,28.815066076420955,26.472047296593477,27.270870208740234,291700,0.0,0
2020-08-28,27.221374895657316,28.062763224582376,27.018451994683364,27.320362091064453,301200,0.0,0
2020-08-31,27.330261090844292,28.49830584690413,26.429481196870768,26.49877166748047,106800,0.0,0
2020-09-01,26.409684993298914,27.241174467452538,25.96424352927953,27.23127555847168,211700,0.0,0
